Target	BaitCovg	w/in100nt	w/in300nt	w/in500nt
set6-0340000157496-LRRC8C-ex-0	98.75%	100.00%	100.00%	100.00%
set6-0340000157537-SLC6A8-ex-2	96.17%	100.00%	100.00%	100.00%
set6-0340000157584-zgc:92429-ex-1	96.39%	100.00%	100.00%	100.00%
set6-0340000157941-METTL16-ex-1	98.37%	100.00%	100.00%	100.00%
set6-0340000157988-znf395-ex-8	95.94%	100.00%	100.00%	100.00%
set6-0340000158257-PCMT1-ex-7	95.07%	100.00%	100.00%	100.00%
set6-0340000158518-TCP11-ex-9	95.71%	100.00%	100.00%	100.00%
set6-0340000158609-BCAR1-ex-7	97.98%	100.00%	100.00%	100.00%
set6-0340000158642-LRRC3C-ex-0	98.75%	100.00%	100.00%	100.00%
set6-0340000158778-ATXN1L-ex-0	98.75%	100.00%	100.00%	100.00%
set6-0340000159016-SKIL-ex-5	98.75%	100.00%	100.00%	100.00%
set6-0340000159102-TTLL5-ex-28	96.74%	100.00%	100.00%	100.00%
set6-0340000159157-KAT6B-ex-1	78.75%	100.00%	100.00%	100.00%
set6-0340000159352-DNAJB9-ex-5	97.82%	100.00%	100.00%	100.00%
set6-0340000159498-DACT1-ex-3	98.75%	100.00%	100.00%	100.00%
set6-0340000159671-CISH-ex-3	98.75%	100.00%	100.00%	100.00%
set6-0340000160181-AGPAT5-ex-7	95.59%	100.00%	100.00%	100.00%
set6-0340000160219-PAPD7-ex-0	98.75%	100.00%	100.00%	100.00%
set6-0340000160329-RASD1-ex-1	98.10%	100.00%	100.00%	100.00%
set6-0340000160357-CDV3-ex-1	98.43%	100.00%	100.00%	100.00%
set6-0340000160692-DCAF12-ex-0	96.03%	100.00%	100.00%	100.00%
set6-0340000161073-MED13L-ex-0	98.75%	100.00%	100.00%	100.00%
set6-0340000161124-TMED8-ex-1	96.69%	100.00%	100.00%	100.00%
set6-0340000161256-FBXL4-ex-2	96.77%	100.00%	100.00%	100.00%
set6-0340000161257-GPATCH2L-ex-1	98.51%	100.00%	100.00%	100.00%
set6-0340000161326-MFHAS1-ex-0	98.75%	100.00%	100.00%	100.00%
set6-0340000161501-TRAF3-ex-10	98.66%	100.00%	100.00%	100.00%
set6-0340000161550-tnfaip8l2.S-ex-3	98.24%	100.00%	100.00%	100.00%
set6-0340000161883-atp2a3-ex-0	97.60%	100.00%	100.00%	100.00%
set6-0340000161911-irs1.S-ex-1	98.75%	100.00%	100.00%	100.00%
set6-0340000161913-FAM222A-ex-0	98.75%	100.00%	100.00%	100.00%
set6-0340000162329-HEATR5A-ex-9	96.73%	100.00%	100.00%	100.00%
set6-0340000162419-PABPC1-ex-1	95.45%	100.00%	100.00%	100.00%
set6-0340000162712-RAB43-ex-0	97.65%	100.00%	100.00%	100.00%
set6-0340000162717-protein-ex-0	96.85%	100.00%	100.00%	100.00%
set6-0340000162750-ZNRF3-ex-7	98.75%	100.00%	100.00%	100.00%
set6-0340000162832-Rnf20-ex-4	95.17%	100.00%	100.00%	100.00%
set6-0340000162898-CCDC85A-ex-0	98.75%	100.00%	100.00%	100.00%
set6-0340000162941-cenpl-ex-4	95.27%	100.00%	100.00%	100.00%
set6-0340000162954-CELF1-ex-16	79.84%	100.00%	100.00%	100.00%
set6-0340000163121-MMD-ex-0	98.75%	100.00%	100.00%	100.00%
set6-0340000163295-IGSF3-ex-10	97.19%	100.00%	100.00%	100.00%
set6-0340000163595-KMT2D-ex-0	76.36%	100.00%	100.00%	100.00%
set6-0340000163610-PIEZO1-ex-21	95.10%	100.00%	100.00%	100.00%
set6-0340000163640-dxo-ex-0	96.59%	100.00%	100.00%	100.00%
set6-0340000163774-POLR1B-ex-1	98.75%	100.00%	100.00%	100.00%
set6-0340000163883-RBPJ-ex-9	98.75%	100.00%	100.00%	100.00%
set6-0340000164027-RALA-ex-3	95.17%	100.00%	100.00%	100.00%
set6-0340000164205-DAXX-ex-2	97.87%	100.00%	100.00%	100.00%
set6-0340000164392-Pou2f2-ex-14	88.87%	100.00%	100.00%	100.00%
set6-0340000164458-DTL-ex-1	98.70%	100.00%	100.00%	100.00%
set6-0340000164475-CAND1-ex-1	98.75%	100.00%	100.00%	100.00%
set6-0340000164499-heat-ex-9	97.60%	100.00%	100.00%	100.00%
set6-0340000164513-nek8-ex-13	95.05%	100.00%	100.00%	100.00%
set6-0340000164557-ZFAND6-ex-1	96.99%	100.00%	100.00%	100.00%
set6-0340000164643-TACC3-ex-4	97.91%	100.00%	100.00%	100.00%
set6-0340000164686-PRPSAP2-ex-10	97.61%	100.00%	100.00%	100.00%
set6-0340000164733-GAS8-ex-2	95.22%	100.00%	100.00%	100.00%
set6-0340000164766-FAM199X-ex-4	96.15%	100.00%	100.00%	100.00%
set6-0340000164773-FAM49B-ex-15	97.84%	100.00%	100.00%	100.00%
set6-0340000164837-SMURF1-ex-15	95.02%	100.00%	100.00%	100.00%
set6-0340000164925-RIC1-ex-19	98.62%	100.00%	100.00%	100.00%
set6-0340000165108-zgc:77650-ex-5	96.85%	100.00%	100.00%	100.00%
set6-0340000165231-SEC31A-ex-7	96.49%	100.00%	100.00%	100.00%
set6-0340000165265-CHPF2-ex-1	98.75%	100.00%	100.00%	100.00%
set6-0340000165396-ELAVL1-ex-8	98.49%	100.00%	100.00%	100.00%
set6-0340000165764-mtus1-ex-17	98.33%	100.00%	100.00%	100.00%
set6-0340000165808-AFTPH-ex-0	97.60%	100.00%	100.00%	100.00%
set6-0340000165829-atg101-ex-0	97.55%	100.00%	100.00%	100.00%
set6-0340000166083-GSTCD-ex-11	97.03%	100.00%	100.00%	100.00%
set6-0340000166123-cux1.L-ex-1	98.75%	100.00%	100.00%	100.00%
set6-0340000167109-DOHH-ex-0	96.43%	100.00%	100.00%	100.00%
set6-0340000167767-ESRRA-ex-8	72.35%	100.00%	100.00%	100.00%
set6-0340000167847-cic-ex-1	98.70%	100.00%	100.00%	100.00%
set6-0340000168344-JADE3-ex-1	82.35%	100.00%	100.00%	100.00%
set6-0340000168581-usf2-ex-0	91.54%	100.00%	100.00%	100.00%
set6-0340000169002-E3-ex-0	98.75%	100.00%	100.00%	100.00%
set6-0340000169013-ITPKC-ex-0	95.10%	100.00%	100.00%	100.00%
set6-0340000169250-CUNH14orf28-ex-6	97.51%	100.00%	100.00%	100.00%
set6-0340000169463-SMCR8-ex-0	98.75%	100.00%	100.00%	100.00%
set6-0340000169756-EZH2-ex-1	98.75%	100.00%	100.00%	100.00%
set6-0340000169999-CCNYL1-ex-13	98.75%	100.00%	100.00%	100.00%
set6-0340000170358-NBEAL1-ex-13	81.38%	100.00%	100.00%	100.00%
set6-0340000170363-CAP1-ex-13	98.13%	100.00%	100.00%	100.00%
set6-0340000170446-Csnk1a1-ex-10	98.75%	100.00%	100.00%	100.00%
set6-0340000170674-SH3PXD2B-ex-13	98.75%	100.00%	100.00%	100.00%
set6-0340000170865-CDC14B-ex-13	95.61%	100.00%	100.00%	100.00%
set6-0340000171077-TGFBRAP1-ex-6	97.06%	100.00%	100.00%	100.00%
set6-0340000171364-PPP4R1-ex-21	98.74%	100.00%	100.00%	100.00%
set6-0340000171595-ywhaq-ex-4	97.35%	100.00%	100.00%	100.00%
set6-0340000171770-SKIV2L2-ex-44	98.22%	100.00%	100.00%	100.00%
set6-0340000171770-SKIV2L2-ex-7	81.08%	100.00%	100.00%	100.00%
set6-0340000171887-SIK3-ex-24	54.24%	100.00%	100.00%	100.00%
set6-0340000171887-SIK3-ex-4	96.75%	100.00%	100.00%	100.00%
set6-0340000171902-ZNF821-ex-9	98.43%	100.00%	100.00%	100.00%
set6-0340000172174-FAM78A-ex-0	98.42%	100.00%	100.00%	100.00%
set6-0340000172443-INPP5E-ex-1	96.14%	100.00%	100.00%	100.00%
set6-0340000172553-FGF6-ex-2	98.54%	100.00%	100.00%	100.00%
set6-0340000172675-mbd1.S-ex-0	97.74%	100.00%	100.00%	100.00%
set6-0340000172710-plekhg2-ex-25	96.36%	100.00%	100.00%	100.00%
set6-0340000172773-TNPO3-ex-0	98.11%	100.00%	100.00%	100.00%
set6-0340000172818-FAM234A-ex-0	96.18%	100.00%	100.00%	100.00%
set6-0340000172891-GRIP1-ex-23	95.71%	100.00%	100.00%	100.00%
set6-0340000173070-WD-ex-19	98.75%	100.00%	100.00%	100.00%
set6-0340000173104-TMEM150A-ex-0	89.59%	100.00%	100.00%	100.00%
set6-0340000173147-ubtd1-ex-0	97.93%	100.00%	100.00%	100.00%
set6-0340000173379-ATP2C1-ex-26	98.18%	100.00%	100.00%	100.00%
set6-0340000173455-LRBA-ex-59	98.75%	100.00%	100.00%	100.00%
set6-0340000173505-transcription-ex-13	90.75%	100.00%	100.00%	100.00%
set6-0340000173706-MAP2K4-ex-1	98.75%	100.00%	100.00%	100.00%
set6-0340000173787-fam57a-ex-4	96.30%	100.00%	100.00%	100.00%
set6-0340000174090-abhd4-ex-3	97.30%	100.00%	100.00%	100.00%
set6-0340000174170-ARHGEF12-ex-1	96.05%	100.00%	100.00%	100.00%
set6-0340000174200-KLHL36-ex-5	98.75%	100.00%	100.00%	100.00%
set6-0340000174242-CB1H8orf4-ex-1	96.66%	100.00%	100.00%	100.00%
set6-0340000174327-EPN1-ex-10	97.30%	100.00%	100.00%	100.00%
set6-0340000174617-slc25a44.S-ex-2	98.39%	100.00%	100.00%	100.00%
set6-0340000174957-BAG5-ex-6	98.75%	100.00%	100.00%	100.00%
set6-0340000175033-FAM160A1-ex-11	98.39%	100.00%	100.00%	100.00%
set6-0340000175157-adcy6-ex-2	98.75%	100.00%	100.00%	100.00%
set6-0340000175643-LONP1-ex-17	77.83%	100.00%	100.00%	100.00%
set6-0340000176105-XRCC2-ex-2	98.32%	100.00%	100.00%	100.00%
set6-0340000176112-MGEA5-ex-10	98.35%	100.00%	100.00%	100.00%
set6-0340000176696-LARP1-ex-11	97.26%	100.00%	100.00%	100.00%
set6-0340000176857-SEC22C-ex-5	95.17%	100.00%	100.00%	100.00%
set6-0340000177152-PNRC1-ex-1	98.75%	100.00%	100.00%	100.00%
set6-0340000177633-TNFAIP3-ex-8	96.68%	100.00%	100.00%	100.00%
set6-0340000177769-KCNK1-ex-1	97.47%	100.00%	100.00%	100.00%
set6-0340000177815-SLC26A2-ex-1	98.28%	100.00%	100.00%	100.00%
set6-0340000177991-MBD2-ex-0	95.74%	100.00%	100.00%	100.00%
set6-0340000178056-SNX4-ex-13	96.66%	100.00%	100.00%	100.00%
set6-0340000178425-KLHL26-ex-0	90.75%	100.00%	100.00%	100.00%
set6-0340000178534-SECISBP2-ex-9	95.43%	100.00%	100.00%	100.00%
set6-0340000178695-COLGALT2-ex-4	95.10%	100.00%	100.00%	100.00%
set6-0340000178727-DGKH-ex-9	97.38%	100.00%	100.00%	100.00%
set6-0340000178764-THOC2-ex-17	96.32%	100.00%	100.00%	100.00%
set6-0340000178851-PRKDC-ex-7	95.54%	100.00%	100.00%	100.00%
set6-0340000178871-ABHD17B-ex-0	98.75%	100.00%	100.00%	100.00%
set6-0340000178871-ABHD17B-ex-2	97.86%	100.00%	100.00%	100.00%
set6-0340000179111-tnik-ex-0	98.75%	100.00%	100.00%	100.00%
set6-0340000179215-PRPF4B-ex-21	98.75%	100.00%	100.00%	100.00%
set6-0340000179458-BOC-ex-0	96.86%	100.00%	100.00%	100.00%
set6-0340000179552-EXO1-ex-8	95.28%	100.00%	100.00%	100.00%
set6-0340000179630-LDLRAD4-ex-0	98.75%	100.00%	100.00%	100.00%
set6-0340000179769-ERCC6L2-ex-1	96.36%	100.00%	100.00%	100.00%
set6-0340000179780-PDS5B-ex-1	98.75%	100.00%	100.00%	100.00%
set6-0340000179841-fhod1.L-ex-13	98.08%	100.00%	100.00%	100.00%
set6-0340000179922-FGFR3-ex-17	87.55%	100.00%	100.00%	100.00%
set6-0340000180125-b4galt3-ex-6	98.75%	100.00%	100.00%	100.00%
set6-0340000180197-SYBU-ex-2	98.75%	100.00%	100.00%	100.00%
set6-0340000180198-derl2-ex-0	97.96%	100.00%	100.00%	100.00%
set6-0340000180221-GPATCH3-ex-4	96.87%	100.00%	100.00%	100.00%
set6-0340000180227-ACVR1B-ex-0	96.23%	100.00%	100.00%	100.00%
set6-0340000180249-PSKH1-ex-1	98.75%	100.00%	100.00%	100.00%
set6-0340000180250-dld.S-ex-1	98.75%	100.00%	100.00%	100.00%
set6-0340000180283-FAM120B-ex-9	98.75%	100.00%	100.00%	100.00%
set6-0340000180353-RECK-ex-0	98.75%	100.00%	100.00%	100.00%
set6-0340000180969-KDM6B-ex-12	98.75%	100.00%	100.00%	100.00%
set6-0340000180969-KDM6B-ex-9	95.12%	100.00%	100.00%	100.00%
set6-0340000181001-NANP-ex-1	98.26%	100.00%	100.00%	100.00%
set6-0340000181003-dnm2-ex-4	95.98%	100.00%	100.00%	100.00%
set6-0340000181047-FGFR1OP2-ex-6	96.59%	100.00%	100.00%	100.00%
set6-0340000181202-BICRAL-ex-5	98.75%	100.00%	100.00%	100.00%
set6-0340000181371-Nab2-ex-5	98.75%	100.00%	100.00%	100.00%
set6-0340000181685-CPEB3-ex-9	97.59%	100.00%	100.00%	100.00%
set6-0340000181693-KIAA2013-ex-1	98.75%	100.00%	100.00%	100.00%
set6-0340000181716-ube2e1-ex-1	91.06%	100.00%	100.00%	100.00%
set6-0340000182042-NISCH-ex-7	98.75%	100.00%	100.00%	100.00%
set6-0340000182097-PCDH15-ex-0	98.43%	100.00%	100.00%	100.00%
set6-0340000182172-MAF-ex-1	68.75%	100.00%	100.00%	100.00%
set6-0340000182173-Fam110b-ex-4	98.75%	100.00%	100.00%	100.00%
set6-0340000182220-VWA1-ex-4	98.16%	100.00%	100.00%	100.00%
set6-0340000182250-MTMR4-ex-0	98.16%	100.00%	100.00%	100.00%
set6-0340000182757-TPST1-ex-4	98.75%	100.00%	100.00%	100.00%
set6-0340000182821-FBRS-ex-4	86.57%	100.00%	100.00%	100.00%
set6-0340000182915-LRP6-ex-22	97.03%	100.00%	100.00%	100.00%
set6-0340000182932-CUL1-ex-1	90.75%	100.00%	100.00%	100.00%
set6-0340000182938-SOS2-ex-1	98.60%	100.00%	100.00%	100.00%
set6-0340000182949-TOP3A-ex-1	98.10%	100.00%	100.00%	100.00%
set6-0340000183788-Bud31-ex-10	98.70%	100.00%	100.00%	100.00%
set6-0340000184054-DENND4A-ex-29	96.89%	100.00%	100.00%	100.00%
set6-0340000184054-DENND4A-ex-8	98.75%	100.00%	100.00%	100.00%
set6-0340000184094-SNAI3-ex-1	98.04%	100.00%	100.00%	100.00%
set6-0340000184293-lrrc8e.L-ex-3	98.75%	100.00%	100.00%	100.00%
set6-0340000184578-RNF41-ex-5	96.30%	100.00%	100.00%	100.00%
set6-0340000185414-ZBTB46-ex-2	98.75%	100.00%	100.00%	100.00%
set6-0340000185447-GDPD1-ex-1	97.62%	100.00%	100.00%	100.00%
set6-0340000185695-GFOD2-ex-1	96.36%	100.00%	100.00%	100.00%
set6-0340000186287-OSR1-ex-1	98.44%	100.00%	100.00%	100.00%
set6-0340000186394-KCTD10-ex-0	97.59%	100.00%	100.00%	100.00%
set6-0340000186516-ZC3H10-ex-0	98.75%	100.00%	100.00%	100.00%
set6-0340000186572-CDC42-ex-1	96.56%	100.00%	100.00%	100.00%
set6-0340000186647-MED23-ex-7	95.31%	100.00%	100.00%	100.00%
set6-0340000187179-ZC3H3-ex-2	98.75%	100.00%	100.00%	100.00%
set6-0340000187194-FAM120A-ex-1	98.75%	100.00%	100.00%	100.00%
set6-0340000187383-RAB6A-ex-8	97.66%	100.00%	100.00%	100.00%
set6-0340000187482-NSDHL-ex-0	96.97%	100.00%	100.00%	100.00%
set6-0340000187921-abi1-ex-9	95.48%	100.00%	100.00%	100.00%
set6-0340000188803-WNT4-ex-5	98.75%	100.00%	100.00%	100.00%
set6-0340000188812-SLC33A1-ex-5	98.69%	100.00%	100.00%	100.00%
set6-0340000188952-MKLN1-ex-11	95.28%	100.00%	100.00%	100.00%
set6-0340000188995-MECOM-ex-16	97.20%	100.00%	100.00%	100.00%
set6-0340000189025-KDM2A-ex-19	96.68%	100.00%	100.00%	100.00%
set6-0340000189053-GNG7-ex-1	98.64%	100.00%	100.00%	100.00%
set6-0340000189156-ATF7-ex-9	98.19%	100.00%	100.00%	100.00%
set6-0340000189546-Epithelial-ex-4	97.71%	100.00%	100.00%	100.00%
set6-0340000189550-TOR1AIP2-ex-0	97.26%	100.00%	100.00%	100.00%
set6-0340000189686-DMGDH-ex-11	95.31%	100.00%	100.00%	100.00%
set6-0340000190205-FLVCR2-ex-1	97.67%	100.00%	100.00%	100.00%
set6-0340000190420-Fam83f-ex-3	97.69%	100.00%	100.00%	100.00%
set6-0340000190435-NOD1-ex-4	98.75%	100.00%	100.00%	100.00%
set6-0340000190545-retinoic-ex-0	95.87%	100.00%	100.00%	100.00%
set6-0340000191238-c2h6orf47-ex-1	96.93%	100.00%	100.00%	100.00%
set6-0340000191353-FOSL2-ex-2	98.18%	100.00%	100.00%	100.00%
set6-0340000191516-OXSM-ex-1	98.56%	100.00%	100.00%	100.00%
set6-0340000191639-CITED4-ex-0	86.51%	100.00%	100.00%	100.00%
set6-0340000191673-upf2-ex-1	98.06%	100.00%	100.00%	100.00%
set6-0340000191759-ANGEL1-ex-3	95.37%	100.00%	100.00%	100.00%
set6-0340000191875-FICD-ex-2	98.75%	100.00%	100.00%	100.00%
set6-0340000192543-ACCS-ex-6	98.44%	100.00%	100.00%	100.00%
set6-0340000192586-GRIP2-ex-23	95.92%	100.00%	100.00%	100.00%
set6-0340000192679-B3GNT2-ex-2	98.75%	100.00%	100.00%	100.00%
set6-0340000192811-TCF7-ex-0	97.67%	100.00%	100.00%	100.00%
set6-0340000192885-WIPF2-ex-3	98.45%	100.00%	100.00%	100.00%
set6-0340000192889-PEAK1-ex-4	98.75%	100.00%	100.00%	100.00%
set6-0340000193208-ankrd13c-ex-0	97.00%	100.00%	100.00%	100.00%
set6-0340000193714-TNKS1BP1-ex-7	95.82%	100.00%	100.00%	100.00%
set6-0340000193859-GRK5-ex-16	98.72%	100.00%	100.00%	100.00%
set6-0340000194562-TTC33-ex-1	97.14%	100.00%	100.00%	100.00%
set6-0340000194617-CLINT1-ex-11	97.88%	100.00%	100.00%	100.00%
set6-0340000195265-RNF216-ex-3	95.48%	100.00%	100.00%	100.00%
set6-0340000195495-GPATCH11-ex-0	82.62%	100.00%	100.00%	100.00%
set6-0340000195630-PHC1-ex-9	97.73%	100.00%	100.00%	100.00%
set6-0340000196123-GTF3C1-ex-0	98.75%	100.00%	100.00%	100.00%
set6-0340000196129-GKAP1-ex-1	96.97%	100.00%	100.00%	100.00%
set6-0340000196209-KLF16-ex-1	96.74%	100.00%	100.00%	100.00%
set6-0340000196232-ARHGAP29-ex-1	98.75%	100.00%	100.00%	100.00%
set6-0340000196234-LRRC8A-ex-1	98.75%	100.00%	100.00%	100.00%
set6-0340000196373-KMT2A-ex-16	98.75%	100.00%	100.00%	100.00%
set6-0340000196387-SIN3B-ex-19	98.67%	100.00%	100.00%	100.00%
set6-0340000196700-Kelch-like-ex-1	97.52%	100.00%	100.00%	100.00%
set6-0340000197115-CENPI-ex-17	95.65%	100.00%	100.00%	100.00%
set6-0340000197409-CCPG1-ex-3	96.00%	100.00%	100.00%	100.00%
set6-0340000197906-PRKCH-ex-0	97.18%	100.00%	100.00%	100.00%
set6-0340000197906-PRKCH-ex-13	97.07%	100.00%	100.00%	100.00%
set6-0340000197913-FBXL20-ex-0	98.65%	100.00%	100.00%	100.00%
set6-0340000197927-ETFBKMT-ex-3	97.13%	100.00%	100.00%	100.00%
set6-0340000198012-TJAP1-ex-1	98.75%	100.00%	100.00%	100.00%
set6-0340000198242-SENP6-ex-20	98.64%	100.00%	100.00%	100.00%
set6-0340000198348-DET1-ex-1	98.75%	100.00%	100.00%	100.00%
set6-0340000199342-RNF146-ex-0	98.75%	100.00%	100.00%	100.00%
set6-0340000199417-RASA2-ex-2	95.17%	100.00%	100.00%	100.00%
set6-0340000199613-TRMT12-ex-0	97.86%	100.00%	100.00%	100.00%
set6-0340000199639-RNF139-ex-1	98.75%	100.00%	100.00%	100.00%
set6-0340000199725-VPS13D-ex-2	95.24%	100.00%	100.00%	100.00%
set6-0340000199959-KDELC1-ex-4	95.71%	100.00%	100.00%	100.00%
set6-0340000200065-TOM1-ex-2	95.35%	100.00%	100.00%	100.00%
set6-0340000200134-irf2bpl-ex-4	94.75%	100.00%	100.00%	100.00%
set6-0340000200321-cyth1-ex-0	48.55%	94.19%	100.00%	100.00%
set6-0340000200397-trim25-ex-14	88.85%	100.00%	100.00%	100.00%
set6-0340000200699-TNFAIP8-ex-4	98.23%	100.00%	100.00%	100.00%
set6-0340000200750-ZC3H18-ex-17	62.52%	100.00%	100.00%	100.00%
set6-0340000201213-BCL6-ex-9	96.82%	100.00%	100.00%	100.00%
set6-0340000201216-ZC3H6-ex-0	98.75%	100.00%	100.00%	100.00%
set6-0340000201237-GNB1L-ex-5	95.24%	100.00%	100.00%	100.00%
set6-0340000201762-Smad3-ex-9	95.48%	100.00%	100.00%	100.00%
set6-0340000202053-CHRFAM7A-ex-4	97.92%	100.00%	100.00%	100.00%
set6-0340000202265-MORF4L1-ex-5	98.13%	100.00%	100.00%	100.00%
set6-0340000202278-FBXO46-ex-1	98.75%	100.00%	100.00%	100.00%
set6-0340000202316-STOM-ex-2	95.05%	100.00%	100.00%	100.00%
set6-0340000202384-ZNF609-ex-1	98.75%	100.00%	100.00%	100.00%
set6-0340000202473-SPRY4-ex-2	98.75%	100.00%	100.00%	100.00%
set6-0340000202480-ANAPC2-ex-11	95.73%	100.00%	100.00%	100.00%
set6-0340000202537-FMN1-ex-16	98.32%	100.00%	100.00%	100.00%
set6-0340000202641-RAP1B-ex-8	98.75%	100.00%	100.00%	100.00%
set6-0340000202667-DNAH10-ex-8	95.17%	100.00%	100.00%	100.00%
set6-0340000202707-EYA4-ex-1	91.98%	100.00%	100.00%	100.00%
set6-0340000202825-PRRC2C-ex-10	96.31%	100.00%	100.00%	100.00%
set6-0340000202840-ASXL2-ex-10	96.59%	100.00%	100.00%	100.00%
set6-0340000203014-arf5.L-ex-1	98.75%	100.00%	100.00%	100.00%
set6-0340000203194-BEND3-ex-1	98.70%	100.00%	100.00%	100.00%
set6-0340000203954-TES-ex-2	95.98%	100.00%	100.00%	100.00%
set6-0340000204004-FAM193B-ex-2	98.51%	100.00%	100.00%	100.00%
set6-0340000204060-ARFGEF3-ex-24	98.75%	100.00%	100.00%	100.00%
set6-0340000204281-ANKRD28-ex-1	98.75%	100.00%	100.00%	100.00%
set6-0340000204349-RND1-ex-4	97.51%	100.00%	100.00%	100.00%
set6-0340000204901-FAM189A2-ex-1	96.53%	100.00%	100.00%	100.00%
set6-0340000205014-steroidogenic-ex-3	98.43%	100.00%	100.00%	100.00%
set6-0340000205351-FSD1L-ex-13	96.00%	100.00%	100.00%	100.00%
set6-0340000205445-CDC42SE2-ex-0	95.87%	100.00%	100.00%	100.00%
set6-0340000206215-ENOX2-ex-1	98.30%	100.00%	100.00%	100.00%
set6-0340000206744-MICALL1-ex-7	96.40%	100.00%	100.00%	100.00%
set6-0340000206948-Nr1i2-ex-1	73.76%	100.00%	100.00%	100.00%
set6-0340000207199-ERMP1-ex-1	96.67%	100.00%	100.00%	100.00%
set6-0340000207235-atp12a-like-ex-2	95.07%	100.00%	100.00%	100.00%
set6-0340000207272-SNX10-ex-4	96.31%	100.00%	100.00%	100.00%
set6-0340000207332-DOK4-ex-7	67.22%	100.00%	100.00%	100.00%
set6-0340000207665-GMEB1-ex-0	98.53%	100.00%	100.00%	100.00%
set6-0340000207707-thrombospondin-1-ex-4	96.20%	100.00%	100.00%	100.00%
set6-0340000207766-TMEM168-ex-3	98.75%	100.00%	100.00%	100.00%
set6-0340000207951-PMEPA1-ex-6	98.75%	100.00%	100.00%	100.00%
set6-0340000208345-ATP11B-ex-5	95.73%	100.00%	100.00%	100.00%
set6-0340000208804-PARP3-ex-5	95.52%	100.00%	100.00%	100.00%
set6-0340000209234-PTPRF-ex-0	98.75%	100.00%	100.00%	100.00%
set6-0340000209779-rnd3-ex-3	80.99%	100.00%	100.00%	100.00%
set6-0340000209848-SNAP29-ex-4	97.56%	100.00%	100.00%	100.00%
set6-0340000210269-SMS-ex-0	98.00%	100.00%	100.00%	100.00%
set6-0340000210314-IL17RA-ex-11	98.69%	100.00%	100.00%	100.00%
set6-0340000210462-BAHD1-ex-2	98.75%	100.00%	100.00%	100.00%
set6-0340000210778-PDS5A-ex-32	96.73%	100.00%	100.00%	100.00%
set6-0340000210859-OSBPL10-ex-2	97.98%	100.00%	100.00%	100.00%
set6-0340000210922-NSRP1-ex-4	57.64%	100.00%	100.00%	100.00%
set6-0340000211397-STRN3-ex-1	98.75%	100.00%	100.00%	100.00%
set6-0340000211531-MANF-ex-0	98.14%	100.00%	100.00%	100.00%
set6-0340000211635-RAD21-ex-9	95.05%	100.00%	100.00%	100.00%
set6-0340000211670-ITPK1-ex-11	98.39%	100.00%	100.00%	100.00%
set6-0340000211693-BCDIN3D-ex-0	97.94%	100.00%	100.00%	100.00%
set6-0340000212179-DNAJC13-ex-0	98.75%	100.00%	100.00%	100.00%
set6-0340000212997-RBM38-ex-0	98.75%	100.00%	100.00%	100.00%
set6-0340000213022-VCL-ex-0	97.04%	100.00%	100.00%	100.00%
set6-0340000213108-AKIRIN2-ex-4	98.43%	100.00%	100.00%	100.00%
set6-0340000213143-UBAP2L-ex-23	96.39%	100.00%	100.00%	100.00%
set6-0340000213171-yaf2-ex-0	98.75%	100.00%	100.00%	100.00%
set6-0340000213173-SLC39A5-ex-1	95.63%	100.00%	100.00%	100.00%
set6-0340000213470-nmt1.L-ex-1	95.97%	100.00%	100.00%	100.00%
set6-0340000213479-tp53rk-ex-2	97.89%	100.00%	100.00%	100.00%
set6-0340000213513-KLC1-ex-18	96.17%	100.00%	100.00%	100.00%
set6-0340000213596-gpd1l-ex-2	95.67%	100.00%	100.00%	100.00%
set6-0340000213621-PIKFYVE-ex-5	96.12%	100.00%	100.00%	100.00%
set6-0340000213646-GPAT4-ex-9	96.55%	100.00%	100.00%	100.00%
set6-0340000214258-HPCAL1-ex-2	97.36%	100.00%	100.00%	100.00%
set6-0340000214300-pisd.S-ex-0	96.66%	100.00%	100.00%	100.00%
set6-0340000214342-Zfp987-ex-0	97.20%	100.00%	100.00%	100.00%
set6-0340000214343-CTDSP1-ex-0	96.08%	100.00%	100.00%	100.00%
set6-0340000214573-FAM172A-ex-11	97.47%	100.00%	100.00%	100.00%
set6-0340000214575-glucocorticoid-ex-8	98.31%	100.00%	100.00%	100.00%
set6-0340000214680-PLXND1-ex-35	98.75%	100.00%	100.00%	100.00%
set6-0340000214842-PQLC1-ex-0	95.19%	100.00%	100.00%	100.00%
set6-0340000214860-NRDE2-ex-10	98.75%	100.00%	100.00%	100.00%
set6-0340000214865-TMUB2-ex-1	98.28%	100.00%	100.00%	100.00%
set6-0340000214868-ANKRD16-ex-5	95.24%	100.00%	100.00%	100.00%
set6-0340000214939-Wilms-ex-9	95.47%	100.00%	100.00%	100.00%
set6-0340000215491-CCSER2-ex-12	98.75%	100.00%	100.00%	100.00%
set6-0340000216019-ATP9B-ex-1	95.10%	100.00%	100.00%	100.00%
set6-0340000216027-CD248-ex-1	98.75%	100.00%	100.00%	100.00%
set6-0340000216085-DPH7-ex-0	96.00%	100.00%	100.00%	100.00%
set6-0340000216161-insulin-ex-2	96.43%	100.00%	100.00%	100.00%
set6-0340000216234-PLK2-ex-0	95.26%	100.00%	100.00%	100.00%
set6-0340000216518-asmtl.L-ex-6	96.30%	100.00%	100.00%	100.00%
